1.176115e-04 1.176115e-04 3.528345e-04 1.176115e-04 1.376892e-04 1.376892e-04 4.130677e-04 1.376892e-04 3.072788e-05 3.072788e-05 9.218365e-05 3.072788e-05 1.019909e-04 1.019909e-04 3.059726e-04 1.019909e-04 9.358109e-05 9.358109e-05 2.807433e-04 9.358109e-05 6.084792e-05 6.084792e-05 1.825438e-04 6.084792e-05 6.594884e-05 6.594884e-05 1.978465e-04 6.594884e-05 9.166496e-05 9.166496e-05 2.749949e-04 9.166496e-05 5.721922e-05 5.721922e-05 1.716577e-04 5.721922e-05 5.753288e-05 5.753288e-05 1.725986e-04 5.753288e-05 7.139513e-05 7.139513e-05 2.141854e-04 7.139513e-05 3.571846e-05 3.571846e-05 1.071554e-04 3.571846e-05 4.754003e-05 4.754003e-05 1.426201e-04 4.754003e-05 3.736157e-05 3.736157e-05 1.120847e-04 3.736157e-05 3.991475e-05 3.991475e-05 1.197442e-04 3.991475e-05 1.923723e-05 1.923723e-05 5.771168e-05 1.923723e-05 3.245490e-05 3.245490e-05 9.736470e-05 3.245490e-05 2.649440e-05 2.649440e-05 7.948319e-05 2.649440e-05 1.209537e-05 1.209537e-05 3.628610e-05 1.209537e-05 1.996399e-05 1.996399e-05 5.989196e-05 1.996399e-05 5.260527e-06 5.260527e-06 1.578158e-05 5.260527e-06
1.392819e-04 1.392819e-04 4.178458e-04 1.392819e-04 3.279153e-05 3.279153e-05 9.837460e-05 3.279153e-05 9.229407e-05 9.229407e-05 2.768822e-04 9.229407e-05 1.375747e-04 1.375747e-04 4.127240e-04 1.375747e-04 7.577786e-05 7.577786e-05 2.273336e-04 7.577786e-05 6.002959e-05 6.002959e-05 1.800888e-04 6.002959e-05 1.198693e-04 1.198693e-04 3.596078e-04 1.198693e-04 7.333093e-05 7.333093e-05 2.199928e-04 7.333093e-05 4.189457e-05 4.189457e-05 1.256837e-04 4.189457e-05 7.163150e-05 7.163150e-05 2.148945e-04 7.163150e-05 7.690770e-05 7.690770e-05 2.307231e-04 7.690770e-05 4.062063e-05 4.062063e-05 1.218619e-04 4.062063e-05 3.897705e-05 3.897705e-05 1.169311e-04 3.897705e-05 6.322147e-05 6.322147e-05 1.896644e-04 6.322147e-05 3.215563e-05 3.215563e-05 9.646689e-05 3.215563e-05 3.156206e-05 3.156206e-05 9.468619e-05 3.156206e-05 2.597461e-05 2.597461e-05 7.792383e-05 2.597461e-05 2.356918e-05 2.356918e-05 7.070754e-05 2.356918e-05 1.410994e-05 1.410994e-05 4.232981e-05 1.410994e-05 9.093032e-06 9.093032e-06 2.727910e-05 9.093032e-06 1.594775e-05 1.594775e-05 4.784325e-05 1.594775e-05
7.086584e-05 7.086584e-05 2.125975e-04 7.086584e-05 1.746725e-04 1.746725e-04 5.240176e-04 1.746725e-04 1.648272e-04 1.648272e-04 4.944817e-04 1.648272e-04 3.051938e-05 3.051938e-05 9.155813e-05 3.051938e-05 1.180431e-04 1.180431e-04 3.541292e-04 1.180431e-04 1.520666e-04 1.520666e-04 4.561998e-04 1.520666e-04 1.016367e-04 1.016367e-04 3.049102e-04 1.016367e-04 2.916554e-05 2.916554e-05 8.749661e-05 2.916554e-05 1.005134e-04 1.005134e-04 3.015402e-04 1.005134e-04 1.238896e-04 1.238896e-04 3.716687e-04 1.238896e-04 5.414064e-05 5.414064e-05 1.624219e-04 5.414064e-05 5.530188e-05 5.530188e-05 1.659056e-04 5.530188e-05 8.239309e-05 8.239309e-05 2.471793e-04 8.239309e-05 7.417306e-05 7.417306e-05 2.225192e-04 7.417306e-05 3.997701e-05 3.997701e-05 1.199310e-04 3.997701e-05 4.328615e-05 4.328615e-05 1.298585e-04 4.328615e-05 6.626208e-05 6.626208e-05 1.987862e-04 6.626208e-05 3.462244e-05 3.462244e-05 1.038673e-04 3.462244e-05 3.847295e-05 3.847295e-05 1.154189e-04 3.847295e-05 3.845703e-05 3.845703e-05 1.153711e-04 3.845703e-05 3.480144e-05 3.480144e-05 1.044043e-04 3.480144e-05
1.788986e-04 1.788986e-04 5.366959e-04 1.788986e-04 4.839589e-05 4.839589e-05 1.451877e-04 4.839589e-05 9.869997e-05 9.869997e-05 2.960999e-04 9.869997e-05 1.625840e-04 1.625840e-04 4.877521e-04 1.625840e-04 1.488084e-04 1.488084e-04 4.464252e-04 1.488084e-04 6.633113e-05 6.633113e-05 1.989934e-04 6.633113e-05 6.591899e-05 6.591899e-05 1.977570e-04 6.591899e-05 1.537085e-04 1.537085e-04 4.611256e-04 1.537085e-04 1.303091e-04 1.303091e-04 3.909272e-04 1.303091e-04 4.770528e-05 4.770528e-05 1.431158e-04 4.770528e-05 5.254200e-05 5.254200e-05 1.576260e-04 5.254200e-05 1.058605e-04 1.058605e-04 3.175814e-04 1.058605e-04 1.119824e-04 1.119824e-04 3.359472e-04 1.119824e-04 4.499641e-05 4.499641e-05 1.349892e-04 4.499641e-05 5.227801e-05 5.227801e-05 1.568340e-04 5.227801e-05 8.336728e-05 8.336728e-05 2.501018e-04 8.336728e-05 7.052020e-05 7.052020e-05 2.115606e-04 7.052020e-05 5.621919e-05 5.621919e-05 1.686576e-04 5.621919e-05 4.205040e-05 4.205040e-05 1.261512e-04 4.205040e-05 6.843302e-05 6.843302e-05 2.052991e-04 6.843302e-05 5.646475e-05 5.646475e-05 1.693943e-04 5.646475e-05
1.330015e-04 1.330015e-04 3.990045e-04 1.330015e-04 1.830808e-04 1.830808e-04 5.492425e-04 1.830808e-04 1.522515e-04 1.522515e-04 4.567546e-04 1.522515e-04 7.023654e-05 7.023654e-05 2.107096e-04 7.023654e-05 5.626966e-05 5.626966e-05 1.688090e-04 5.626966e-05 1.485483e-04 1.485483e-04 4.456448e-04 1.485483e-04 1.561235e-04 1.561235e-04 4.683705e-04 1.561235e-04 9.956998e-05 9.956998e-05 2.987099e-04 9.956998e-05 2.819965e-05 2.819965e-05 8.459894e-05 2.819965e-05 8.282526e-05 8.282526e-05 2.484758e-04 8.282526e-05 1.409506e-04 1.409506e-04 4.228518e-04 1.409506e-04 1.166974e-04 1.166974e-04 3.500921e-04 1.166974e-04 5.065579e-05 5.065579e-05 1.519674e-04 5.065579e-05 4.060186e-05 4.060186e-05 1.218056e-04 4.060186e-05 8.040029e-05 8.040029e-05 2.412009e-04 8.040029e-05 1.006417e-04 1.006417e-04 3.019251e-04 1.006417e-04 7.796528e-05 7.796528e-05 2.338958e-04 7.796528e-05 4.325307e-05 4.325307e-05 1.297592e-04 4.325307e-05 5.590720e-05 5.590720e-05 1.677216e-04 5.590720e-05 5.864712e-05 5.864712e-05 1.759414e-04 5.864712e-05 7.705973e-05 7.705973e-05 2.311792e-04 7.705973e-05
6.999837e-05 6.999837e-05 2.099951e-04 6.999837e-05 2.916294e-05 2.916294e-05 8.748881e-05 2.916294e-05 1.228308e-04 1.228308e-04 3.684924e-04 1.228308e-04 1.764730e-04 1.764730e-04 5.294189e-04 1.764730e-04 1.477488e-04 1.477488e-04 4.432465e-04 1.477488e-04 6.745768e-05 6.745768e-05 2.023730e-04 6.745768e-05 2.467276e-05 2.467276e-05 7.401827e-05 2.467276e-05 9.575279e-05 9.575279e-05 2.872584e-04 9.575279e-05 1.394384e-04 1.394384e-04 4.183152e-04 1.394384e-04 1.257229e-04 1.257229e-04 3.771686e-04 1.257229e-04 5.749600e-05 5.749600e-05 1.724880e-04 5.749600e-05 1.075477e-05 1.075477e-05 3.226430e-05 1.075477e-05 6.049900e-05 6.049900e-05 1.814970e-04 6.049900e-05 9.390519e-05 9.390519e-05 2.817156e-04 9.390519e-05 9.239133e-05 9.239133e-05 2.771740e-04 9.239133e-05 4.254717e-05 4.254717e-05 1.276415e-04 4.254717e-05 1.336784e-05 1.336784e-05 4.010352e-05 1.336784e-05 3.339361e-05 3.339361e-05 1.001808e-04 3.339361e-05 5.309977e-05 5.309977e-05 1.592993e-04 5.309977e-05 5.282765e-05 5.282765e-05 1.584829e-04 5.282765e-05 2.995194e-05 2.995194e-05 8.985583e-05 2.995194e-05
1.861217e-04 1.861217e-04 5.583652e-04 1.861217e-04 1.720645e-04 1.720645e-04 5.161935e-04 1.720645e-04 9.076023e-05 9.076023e-05 2.722807e-04 9.076023e-05 2.152694e-05 2.152694e-05 6.458082e-05 2.152694e-05 1.012954e-04 1.012954e-04 3.038863e-04 1.012954e-04 1.523512e-04 1.523512e-04 4.570536e-04 1.523512e-04 1.629300e-04 1.629300e-04 4.887900e-04 1.629300e-04 1.197117e-04 1.197117e-04 3.591352e-04 1.197117e-04 3.928341e-05 3.928341e-05 1.178502e-04 3.928341e-05 4.703266e-05 4.703266e-05 1.410980e-04 4.703266e-05 9.449747e-05 9.449747e-05 2.834924e-04 9.449747e-05 1.217375e-04 1.217375e-04 3.652126e-04 1.217375e-04 1.040326e-04 1.040326e-04 3.120978e-04 1.040326e-04 5.215243e-05 5.215243e-05 1.564573e-04 5.215243e-05 1.066327e-05 1.066327e-05 3.198980e-05 1.066327e-05 4.624895e-05 4.624895e-05 1.387468e-04 4.624895e-05 6.647586e-05 6.647586e-05 1.994276e-04 6.647586e-05 6.404971e-05 6.404971e-05 1.921491e-04 6.404971e-05 3.937363e-05 3.937363e-05 1.181209e-04 3.937363e-05 2.634457e-05 2.634457e-05 7.903371e-05 2.634457e-05 3.577790e-05 3.577790e-05 1.073337e-04 3.577790e-05
1.014983e-04 1.014983e-04 3.044950e-04 1.014983e-04 1.726769e-04 1.726769e-04 5.180306e-04 1.726769e-04 1.848863e-04 1.848863e-04 5.546589e-04 1.848863e-04 1.481602e-04 1.481602e-04 4.444807e-04 1.481602e-04 9.556966e-05 9.556966e-05 2.867090e-04 9.556966e-05 1.458424e-05 1.458424e-05 4.375272e-05 1.458424e-05 8.096302e-05 8.096302e-05 2.428891e-04 8.096302e-05 1.412262e-04 1.412262e-04 4.236787e-04 1.412262e-04 1.551231e-04 1.551231e-04 4.653693e-04 1.551231e-04 1.411165e-04 1.411165e-04 4.233495e-04 1.411165e-04 9.812698e-05 9.812698e-05 2.943809e-04 9.812698e-05 2.289836e-05 2.289836e-05 6.869507e-05 2.289836e-05 5.996619e-05 5.996619e-05 1.798986e-04 5.996619e-05 1.082073e-04 1.082073e-04 3.246220e-04 1.082073e-04 1.312591e-04 1.312591e-04 3.937774e-04 1.312591e-04 1.395600e-04 1.395600e-04 4.186800e-04 1.395600e-04 9.557472e-05 9.557472e-05 2.867242e-04 9.557472e-05 3.193351e-05 3.193351e-05 9.580053e-05 3.193351e-05 4.346410e-05 4.346410e-05 1.303923e-04 4.346410e-05 8.924253e-05 8.924253e-05 2.677276e-04 8.924253e-05 1.297271e-04 1.297271e-04 3.891812e-04 1.297271e-04
7.583976e-05 7.583976e-05 2.275193e-04 7.583976e-05 1.875694e-05 1.875694e-05 5.627082e-05 1.875694e-05 9.307922e-05 9.307922e-05 2.792377e-04 9.307922e-05 1.322318e-04 1.322318e-04 3.966953e-04 1.322318e-04 1.733914e-04 1.733914e-04 5.201743e-04 1.733914e-04 1.725795e-04 1.725795e-04 5.177386e-04 1.725795e-04 1.258014e-04 1.258014e-04 3.774042e-04 1.258014e-04 6.765347e-05 6.765347e-05 2.029604e-04 6.765347e-05 1.394335e-05 1.394335e-05 4.183006e-05 1.394335e-05 5.977575e-05 5.977575e-05 1.793272e-04 5.977575e-05 1.089413e-04 1.089413e-04 3.268240e-04 1.089413e-04 1.258540e-04 1.258540e-04 3.775621e-04 1.258540e-04 1.214007e-04 1.214007e-04 3.642020e-04 1.214007e-04 1.174038e-04 1.174038e-04 3.522113e-04 1.174038e-04 8.081010e-05 8.081010e-05 2.424303e-04 8.081010e-05 3.742297e-05 3.742297e-05 1.122689e-04 3.742297e-05 2.570375e-05 2.570375e-05 7.711125e-05 2.570375e-05 4.923912e-05 4.923912e-05 1.477174e-04 4.923912e-05 7.700486e-05 7.700486e-05 2.310146e-04 7.700486e-05 8.746057e-05 8.746057e-05 2.623817e-04 8.746057e-05 8.302046e-05 8.302046e-05 2.490614e-04 8.302046e-05
1.808172e-04 1.808172e-04 5.424516e-04 1.808172e-04 1.181776e-04 1.181776e-04 3.545327e-04 1.181776e-04 5.335850e-05 5.335850e-05 1.600755e-04 5.335850e-05 6.325217e-06 6.325217e-06 1.897565e-05 6.325217e-06 7.584855e-05 7.584855e-05 2.275456e-04 7.584855e-05 1.385005e-04 1.385005e-04 4.155016e-04 1.385005e-04 1.505135e-04 1.505135e-04 4.515406e-04 1.505135e-04 1.542960e-04 1.542960e-04 4.628880e-04 1.542960e-04 1.412231e-04 1.412231e-04 4.236693e-04 1.412231e-04 8.918568e-05 8.918568e-05 2.675570e-04 8.918568e-05 3.017700e-05 3.017700e-05 9.053101e-05 3.017700e-05 3.120970e-05 3.120970e-05 9.362910e-05 3.120970e-05 6.811966e-05 6.811966e-05 2.043590e-04 6.811966e-05 1.056023e-04 1.056023e-04 3.168069e-04 1.056023e-04 1.133830e-04 1.133830e-04 3.401489e-04 1.133830e-04 9.405039e-05 9.405039e-05 2.821512e-04 9.405039e-05 7.676050e-05 7.676050e-05 2.302815e-04 7.676050e-05 4.743744e-05 4.743744e-05 1.423123e-04 4.743744e-05 3.854173e-05 3.854173e-05 1.156252e-04 3.854173e-05 7.022925e-05 7.022925e-05 2.106878e-04 7.022925e-05 7.764148e-05 7.764148e-05 2.329244e-04 7.764148e-05
