3.971668e-04 1.147914e-03 1.717140e-03 1.272727e-03 9.136867e-04 7.507469e-04 3.203311e-04 6.759715e-04 5.580746e-04 1.060667e-03 1.442600e-03 1.617522e-03 1.333492e-03 1.243775e-03 1.202730e-03 5.307863e-04 1.366983e-04 3.983891e-04 2.237139e-04 3.022377e-04 4.997485e-04
1.201315e-03 9.673908e-04 9.780588e-04 1.380514e-03 1.225720e-03 1.123337e-03 8.517978e-04 4.417359e-04 6.679870e-04 3.981522e-04 7.769889e-04 9.985786e-04 1.117997e-03 1.159213e-03 1.078562e-03 1.136406e-03 7.526228e-04 1.014727e-04 4.619688e-04 5.186314e-04 3.758772e-04
1.450844e-03 1.024775e-03 1.171359e-03 1.104497e-03 1.028568e-03 8.353497e-04 7.315215e-04 6.187703e-04 6.164575e-04 6.122248e-04 5.222108e-04 4.576493e-04 9.541007e-04 1.228463e-03 1.228646e-03 8.476161e-04 8.450905e-04 2.862826e-04 3.443284e-04 4.525142e-04 4.531202e-04
4.711854e-04 4.831356e-04 3.512847e-04 1.245804e-03 1.422922e-03 1.227924e-03 1.011094e-03 6.198075e-04 5.391290e-04 8.605428e-04 8.396472e-04 6.878583e-04 4.398073e-04 6.462320e-04 9.151776e-04 8.404526e-04 4.479505e-04 4.637410e-04 3.644811e-04 3.713131e-04 8.559883e-04
1.469026e-03 1.305923e-03 1.958790e-04 1.580230e-04 7.436073e-04 1.185880e-03 1.176425e-03 9.827801e-04 6.148657e-04 4.887728e-04 4.991164e-04 7.070925e-04 6.621770e-04 7.048015e-04 4.456241e-04 2.964556e-04 5.591942e-04 5.466267e-04 5.409245e-04 3.450837e-04 5.320678e-04
2.753303e-04 1.190978e-03 1.192964e-03 4.063028e-04 5.620033e-04 3.629975e-04 1.475280e-04 3.295721e-04 4.216753e-04 4.778997e-04 5.841802e-04 7.341280e-04 8.229926e-04 6.111420e-04 7.234965e-04 6.973981e-04 2.476751e-04 2.689018e-04 4.627222e-04 6.281665e-04 5.901811e-04
1.055878e-03 5.979430e-04 8.037760e-04 1.296935e-03 4.812109e-04 6.305703e-04 4.349102e-04 4.118786e-04 6.339610e-04 2.635720e-04 2.439909e-04 5.595451e-04 7.171120e-04 8.290400e-04 5.443852e-04 5.230091e-04 6.443548e-04 1.850027e-04 2.584527e-04 4.592386e-04 6.400746e-04
7.248377e-04 6.378588e-04 6.624854e-04 5.650186e-04 1.032510e-03 7.058128e-04 7.162580e-04 4.978775e-04 3.495885e-04 6.460352e-04 3.996492e-04 1.016445e-04 1.547334e-04 2.691214e-04 4.955829e-04 3.715442e-04 2.312067e-04 5.246760e-04 3.662278e-04 3.967237e-04 6.096030e-04
2.907574e-04 6.499724e-04 2.290162e-04 8.528598e-04 9.537406e-04 1.108610e-03 8.761762e-04 9.210357e-04 8.061460e-04 3.331393e-04 5.122255e-04 3.901036e-04 2.590801e-04 3.979440e-04 4.716939e-04 4.342250e-04 2.765665e-04 2.438941e-04 4.756267e-04 6.260471e-04 7.145020e-04
5.633388e-04 3.609795e-05 5.637937e-04 5.944504e-04 2.626102e-04 4.363938e-04 7.405862e-04 1.113814e-03 1.122486e-03 1.090300e-03 6.673623e-04 5.222000e-04 1.769137e-04 1.609161e-04 4.067918e-04 3.517339e-04 1.695108e-04 2.391405e-04 3.257378e-04 5.223450e-04 7.857985e-04
2.703751e-04 7.513441e-04 3.723053e-04 3.564694e-04 5.832257e-04 1.244108e-04 2.732846e-04 4.485615e-04 8.320170e-04 8.592943e-04 9.410710e-04 7.866878e-04 6.670866e-04 5.805455e-04 5.058223e-04 3.003903e-04 4.195899e-04 2.039347e-04 6.684922e-05 4.735422e-04 5.997632e-04
6.095252e-04 1.405415e-04 5.979544e-04 6.250498e-04 3.671051e-04 4.208521e-04 2.811824e-04 3.530710e-04 2.183824e-04 5.077984e-04 6.059084e-04 6.380034e-04 7.189833e-04 9.017360e-04 8.086942e-04 6.579145e-04 4.877776e-04 3.774445e-04 3.102409e-04 2.823579e-04 2.701930e-04
4.979038e-04 7.877152e-04 3.774740e-04 5.219800e-04 8.026000e-04 4.511323e-04 4.376256e-04 1.350361e-04 1.441127e-04 3.105101e-04 6.079012e-05 2.579267e-04 2.461418e-04 3.739812e-04 5.880089e-04 6.799408e-04 7.417238e-04 3.783488e-04 7.198783e-05 2.745211e-04 4.781830e-04
2.746435e-04 3.062188e-04 4.150566e-04 2.710717e-04 4.564211e-04 7.187635e-04 6.131481e-04 7.119004e-04 1.700857e-04 4.710004e-04 5.574644e-04 2.291857e-04 3.926424e-05 3.791681e-05 5.157158e-04 7.378858e-04 4.623054e-04 1.050119e-04 2.625433e-04 3.879864e-04 3.311870e-04
6.248384e-04 2.588545e-04 1.741254e-04 3.586666e-04 4.602698e-05 2.727002e-04 6.169666e-04 3.265835e-04 3.775343e-04 3.189981e-04 3.911755e-04 4.246895e-04 3.705124e-04 5.466930e-05 1.324633e-04 3.338642e-04 2.993020e-04 1.242178e-04 4.137917e-04 3.020528e-04 2.303459e-04
