9.262906e-05 2.411997e-04 1.925382e-04 9.132443e-05 2.753572e-04 1.452459e-04 2.842425e-04 1.955536e-04 1.342889e-04 2.389840e-04 1.225066e-04 2.261869e-04 7.858941e-04 5.734847e-04 1.487950e-04 4.145568e-04 2.561140e-04 2.442745e-04 1.431943e-04 3.046523e-04 4.034642e-04 2.504364e-04 2.796787e-05 1.990161e-04 4.359381e-04 2.685230e-04 1.825429e-04 5.611364e-04 4.259161e-04 1.635620e-04 4.381267e-04 1.912686e-04 2.983619e-04 3.998750e-04 1.004298e-04 2.010112e-04 2.269855e-04 6.996262e-04 1.989081e-04 2.371750e-04 1.201260e-04 5.095024e-04 5.690329e-04 1.935648e-04 2.705190e-04 2.226623e-04 2.938384e-04 3.994936e-04 1.582507e-04 2.895671e-04 3.414435e-04 1.654910e-04 4.038284e-04 3.366335e-04 3.058183e-04 1.221198e-04 3.273111e-04 4.017358e-04 7.287552e-05 2.402686e-04 2.381248e-04 2.438485e-04 9.351128e-05 3.737530e-04 7.489273e-04 4.143706e-04 2.661890e-04 3.709867e-04 1.517514e-04 7.956670e-05 1.987927e-04 8.204442e-05 3.239382e-04 3.355661e-04 1.889921e-04
1.984552e-04 3.633726e-04 3.005430e-04 4.094272e-05 1.592678e-04 1.983668e-04 6.463503e-05 8.459185e-05 8.579527e-05 3.497438e-04 3.108853e-04 2.790582e-04 2.267060e-04 1.815019e-04 2.825244e-04 2.139886e-04 1.560663e-05 1.444330e-04 2.520351e-04 3.946776e-04 5.896608e-04 3.545577e-04 5.756017e-04 4.920972e-04 4.130423e-04 1.741457e-04 4.932558e-04 6.255053e-04 4.479476e-04 3.922382e-04 6.125568e-04 4.292711e-04 4.443900e-04 2.970735e-04 2.967215e-04 1.497967e-04 3.510792e-04 8.855410e-04 4.223440e-04 4.404399e-04 5.584436e-04 4.263317e-04 4.171975e-04 4.383674e-04 3.949713e-04 2.121479e-04 1.392642e-04 3.867645e-05 6.083931e-05 2.178181e-04 1.318685e-04 8.146914e-05 3.112093e-04 4.772337e-04 2.445362e-04 2.051762e-04 5.327039e-04 4.101854e-04 4.712205e-04 5.786098e-04 3.891525e-04 4.489001e-04 4.774059e-04 4.764202e-04 3.588070e-04 2.021827e-04 6.080917e-05 9.673751e-05 1.802545e-04 2.926806e-04 1.294452e-04 4.577392e-04 4.317209e-04 3.836775e-04 1.389663e-04
1.709938e-04 2.058291e-04 1.055175e-04 3.121497e-04 3.136327e-04 1.394838e-04 4.087923e-04 3.715252e-04 2.764333e-04 3.573647e-04 1.479294e-04 3.405704e-04 3.534954e-04 4.111971e-04 2.941011e-04 3.887137e-04 4.474816e-04 4.339966e-04 4.737448e-04 1.495704e-04 1.113710e-04 1.600479e-04 2.789218e-04 1.179396e-04 1.661849e-04 3.530755e-04 2.742809e-04 5.051437e-04 3.217448e-04 5.303867e-04 7.895901e-04 3.460747e-04 2.306230e-04 3.886947e-04 6.114221e-04 3.428288e-04 2.263018e-04 3.418134e-04 1.420955e-04 9.654423e-05 4.693293e-04 5.966386e-05 4.883669e-04 4.923314e-04 5.293660e-04 5.730862e-04 1.161157e-04 4.289700e-04 4.332835e-04 1.250912e-04 2.039911e-04 4.423739e-04 5.158420e-04 1.777748e-04 9.126079e-05 4.460381e-04 2.842881e-04 2.374289e-04 5.482813e-04 3.653911e-04 4.077572e-04 7.246105e-04 6.336040e-04 1.112494e-04 3.344358e-04 1.746928e-04 3.040401e-04 2.507777e-04 2.518566e-04 3.516531e-04 3.902252e-04 1.413981e-04 3.030256e-04 3.871783e-04 2.661612e-04
2.299426e-04 3.236548e-04 9.130030e-05 9.678365e-05 2.632613e-04 3.911783e-04 4.491874e-04 3.074169e-04 2.236239e-04 4.162024e-04 4.363069e-04 3.157342e-04 2.248447e-04 1.464169e-04 5.037435e-04 2.068191e-04 3.874679e-04 8.025966e-04 6.398628e-04 4.637308e-04 2.139508e-04 3.544248e-04 2.246648e-04 2.884892e-04 2.547549e-04 2.067923e-04 3.275104e-04 4.465204e-04 2.204323e-04 3.009507e-04 7.064231e-04 6.032967e-04 2.226414e-04 8.967066e-04 7.895647e-04 4.460093e-04 1.726054e-04 1.723558e-04 5.226040e-04 3.314413e-04 3.305660e-04 1.747764e-04 3.609842e-04 6.070978e-04 7.078622e-04 3.143096e-04 1.111793e-04 3.717804e-04 4.983912e-04 1.866494e-04 4.866235e-04 6.451529e-04 4.223673e-04 1.692791e-04 4.213872e-04 5.251788e-04 6.210930e-04 1.876050e-04 4.211597e-04 5.932203e-04 2.288144e-04 2.312198e-04 7.713557e-05 4.029399e-04 5.387526e-04 2.504110e-04 1.574878e-04 3.582567e-04 3.977316e-04 3.288229e-04 4.559576e-05 2.675473e-04 1.914528e-04 1.750668e-04 2.359618e-04
4.328970e-04 4.310301e-04 3.866081e-04 1.448441e-04 2.797105e-04 6.105991e-04 6.076788e-04 3.320940e-04 3.083292e-04 4.273857e-04 3.957996e-04 3.538747e-04 3.737275e-04 1.439285e-04 1.783028e-04 7.918462e-05 1.267209e-04 3.142198e-04 3.941203e-04 1.897850e-04 3.392800e-04 3.013243e-04 3.504869e-04 6.583806e-05 4.345960e-04 4.450135e-04 3.957241e-04 6.310936e-04 2.466923e-04 3.705546e-04 5.167514e-04 4.949268e-04 3.656586e-04 6.390494e-04 1.721805e-04 2.237650e-04 4.685842e-04 6.169767e-04 4.637402e-04 5.466323e-05 6.469767e-04 3.173643e-04 5.005082e-04 7.190127e-04 8.947993e-04 8.776426e-05 2.569921e-04 5.542006e-04 4.367831e-04 1.716452e-04 3.395657e-04 3.247290e-04 2.661468e-04 5.482446e-05 4.853420e-04 3.807296e-04 1.140084e-04 3.554293e-04 7.532379e-04 2.389010e-04 2.877771e-04 6.683905e-04 2.436864e-04 3.753897e-04 3.826687e-04 1.663736e-04 3.331312e-04 3.537796e-04 4.948225e-05 2.634774e-05 1.731740e-04 1.552429e-04 2.396648e-04 1.620632e-04 1.131343e-04
4.615007e-04 4.262584e-04 2.939258e-04 2.407809e-04 1.678124e-04 3.348702e-04 2.297705e-04 2.525551e-04 5.635827e-04 5.192967e-04 2.503652e-04 4.722614e-04 4.264671e-04 4.803579e-04 1.636922e-04 1.635273e-04 4.229172e-04 1.156794e-04 6.122105e-04 9.498752e-04 6.320716e-04 5.188440e-04 7.071787e-05 1.783777e-04 2.672627e-04 1.178495e-04 4.174300e-04 6.967027e-04 6.145323e-04 3.028926e-04 6.283034e-04 5.300414e-04 4.810141e-04 6.668174e-04 3.401436e-04 7.998139e-04 2.548097e-04 6.665752e-04 4.471718e-04 2.629353e-04 4.951629e-04 7.506275e-04 8.180106e-04 8.021911e-04 7.346170e-04 1.499863e-04 5.074494e-04 9.913740e-05 5.919998e-04 5.322730e-04 3.045046e-04 4.356287e-04 2.473565e-04 4.718723e-04 5.631555e-04 1.750299e-04 8.325461e-04 6.428680e-04 2.017117e-04 3.408309e-04 4.549036e-04 1.779537e-04 2.487409e-04 4.029494e-04 1.631721e-04 3.770301e-04 6.175603e-04 3.226155e-04 2.499879e-04 2.386312e-04 5.122442e-04 4.917593e-04 4.030675e-04 2.874179e-04 4.439576e-04
2.303459e-04 3.020528e-04 4.137917e-04 1.242178e-04 2.993020e-04 3.338642e-04 1.324633e-04 5.466930e-05 3.705124e-04 4.246895e-04 3.911755e-04 3.189981e-04 3.775343e-04 3.265835e-04 6.169666e-04 2.727002e-04 4.602698e-05 3.586666e-04 1.741254e-04 2.588545e-04 6.248384e-04 7.012958e-04 6.227776e-04 2.847293e-04 7.539874e-04 1.186800e-04 4.539925e-04 6.915027e-04 7.980918e-04 5.838856e-04 5.575529e-04 4.149788e-04 6.375790e-04 8.229886e-04 6.931610e-04 6.365775e-04 1.789496e-04 9.579174e-04 6.079268e-04 2.409516e-04 8.736239e-04 3.598295e-04 7.223854e-04 5.860377e-04 7.592022e-04 2.733614e-04 2.215349e-04 1.888264e-04 9.932710e-05 4.136845e-04 3.342435e-04 4.533416e-04 4.893631e-04 1.100589e-04 6.699859e-04 8.411491e-04 4.488179e-04 5.221809e-04 6.478013e-04 4.682445e-04 5.323617e-04 7.892100e-04 2.557555e-04 4.477214e-04 3.727335e-04 2.367570e-04 3.410674e-04 3.197775e-04 2.118231e-04 5.266361e-04 5.517284e-04 4.643577e-04 2.606000e-04 1.123522e-04 1.983658e-04
3.311870e-04 3.879864e-04 2.625433e-04 1.050119e-04 4.623054e-04 7.378858e-04 5.157158e-04 3.791681e-05 3.926424e-05 2.291857e-04 5.574644e-04 4.710004e-04 1.700857e-04 7.119004e-04 6.131481e-04 7.187635e-04 4.564211e-04 2.710717e-04 4.150566e-04 3.062188e-04 2.746435e-04 4.318678e-04 7.751787e-04 6.818131e-04 1.434370e-04 7.704381e-04 2.486650e-04 4.769659e-04 7.433779e-04 7.071031e-04 9.309760e-04 2.927892e-04 6.625317e-04 7.221042e-04 1.229839e-03 9.087252e-04 3.761664e-04 1.545089e-04 2.102717e-04 6.750485e-04 1.203540e-03 4.940971e-04 4.705225e-04 5.418538e-04 3.858825e-04 2.724726e-04 4.237024e-04 1.257048e-04 3.446919e-04 2.447081e-04 7.320644e-04 1.031471e-03 3.109058e-04 6.421888e-04 8.329789e-04 3.773667e-04 5.455001e-04 5.995728e-04 2.891794e-04 7.173052e-04 6.758487e-04 2.272907e-04 3.607206e-04 3.652216e-04 4.389631e-04 5.592931e-04 6.286030e-04 4.650319e-04 4.356292e-04 4.422384e-04 4.512446e-04 4.786028e-04 2.738488e-04 1.943452e-04 4.161806e-04
4.781830e-04 2.745211e-04 7.198783e-05 3.783488e-04 7.417238e-04 6.799408e-04 5.880089e-04 3.739812e-04 2.461418e-04 2.579267e-04 6.079012e-05 3.105101e-04 1.441127e-04 1.350361e-04 4.376256e-04 4.511323e-04 8.026000e-04 5.219800e-04 3.774740e-04 7.877152e-04 4.979038e-04 4.578917e-04 2.263051e-04 7.371990e-04 7.014547e-04 2.909639e-04 7.997454e-04 4.741396e-04 1.700552e-04 1.062033e-03 8.387057e-04 5.906608e-04 1.719648e-04 2.970311e-04 7.307381e-04 9.215305e-04 5.322287e-04 3.320533e-04 9.588172e-04 1.244674e-03 6.050653e-04 4.401072e-04 6.506176e-04 2.025796e-04 2.171218e-04 5.968373e-04 5.419654e-04 7.464731e-04 8.816855e-04 6.803876e-04 9.759189e-04 7.246079e-04 1.408980e-04 3.741294e-04 8.206463e-04 9.019400e-04 4.842728e-04 6.958066e-04 9.609045e-04 3.097759e-04 4.292428e-04 3.604771e-04 4.409600e-04 5.263443e-04 4.861654e-04 5.818589e-04 7.193505e-04 5.903884e-04 2.788677e-04 3.827823e-04 2.887254e-04 1.487980e-04 1.480135e-04 2.814296e-04 4.232675e-04
2.701930e-04 2.823579e-04 3.102409e-04 3.774445e-04 4.877776e-04 6.579145e-04 8.086942e-04 9.017360e-04 7.189833e-04 6.380034e-04 6.059084e-04 5.077984e-04 2.183824e-04 3.530710e-04 2.811824e-04 4.208521e-04 3.671051e-04 6.250498e-04 5.979544e-04 1.405415e-04 6.095252e-04 3.826896e-04 2.736342e-04 2.004912e-04 4.850492e-04 6.337706e-04 1.915726e-04 4.625113e-04 2.491546e-04 4.295241e-04 8.837692e-04 9.350031e-04 3.412881e-04 6.435817e-04 7.065098e-04 1.155845e-04 9.314966e-04 7.389420e-04 7.327078e-04 9.984870e-04 6.407206e-04 7.525417e-04 3.064157e-04 3.435422e-04 3.843716e-04 4.897803e-04 5.323238e-04 6.045921e-04 5.592352e-04 7.421613e-04 1.078989e-03 5.075716e-04 7.479278e-04 1.502962e-03 1.550953e-03 6.708463e-04 8.546520e-04 8.791664e-04 4.876250e-04 2.541148e-04 7.206627e-04 7.852427e-04 5.135840e-04 6.474557e-04 4.840050e-04 4.508697e-04 2.555468e-04 5.213586e-05 2.492752e-04 3.805109e-04 7.236570e-04 5.039549e-04 2.535118e-04 2.291728e-05 2.246979e-04
